system,question,expected,answer,retrieved,precision,recall,f1,hit_at_1,hit_at_3,hit_at_5,retrieval_recall_at_5
bm25,Which scholarships are fully funded and available to Mongolian students in Japan?,MEXT Scholarship; Asian Development Bank–Japan Scholarship Program,JICA Scholarships; Japan-IMF Scholarship Program for Asia; MEXT Scholarship,MEXT Scholarship; Google Generation Scholarship; JICA Scholarships; Joint Japan/World Bank Graduate Scholarship Program; Asian Development Bank–Japan Scholarship Program; Japan-IMF Scholarship Program for Asia; ADB Internship Program; Chevening Scholarship; Global Korea Scholarship; Schwarzman Scholars; Chinese Government Scholarship; Türkiye Scholarships; Government of Ireland International Education Scholarship; Vanier Canada Graduate Scholarships; United Nations Fellowships,0.3333333333333333,0.5,0.4,1,1,1,1.0
bm25,Which scholarships require work experience for Mongolian students?,Chevening Scholarship; Joint Japan/World Bank Graduate Scholarship Program; Fulbright U.S. Student Program; Australia Awards,NONE,Australia Awards; Rotary Peace Fellowship; Joint Japan/World Bank Graduate Scholarship Program; Swedish Institute Scholarships; ADB Internship Program,0.0,0.0,0.0,1,1,1,0.5
bm25,Which scholarships are fully funded and available to Mongolian students in Europe?,Chevening Scholarship; Stipendium Hungaricum; Gates Cambridge Scholarship; Erasmus Mundus Joint Master Degrees,Australia Awards; DAAD Scholarships; Eiffel Excellence Scholarship Program; Erasmus Mundus Joint Master Degrees; Government of Ireland International Education Scholarship; Stipendium Hungaricum; Swedish Institute Scholarships; Swiss Government Excellence Scholarships,Chevening Scholarship; Erasmus Mundus Joint Master Degrees; DAAD Scholarships; Eiffel Excellence Scholarship Program; Google Generation Scholarship; Swiss Government Excellence Scholarships; Stipendium Hungaricum; ADB Internship Program; Government of Ireland International Education Scholarship; Vanier Canada Graduate Scholarships; United Nations Fellowships; Boren Awards; Swedish Institute Scholarships; Chinese Government Scholarship; Australia Awards,0.25,0.5,0.3333333333333333,1,1,1,0.5
bm25,Which scholarships are fully funded and require English for Mongolian students?,Australia Awards; Rhodes Scholarship; Fulbright U.S. Student Program; Gates Cambridge Scholarship; Chevening Scholarship,Chevening Scholarship,Chevening Scholarship; ADB Internship Program; Google Generation Scholarship; Government of Ireland International Education Scholarship; United Nations Fellowships,1.0,0.2,0.33333333333333337,1,1,1,0.2
bm25,Which scholarships are fully funded and located in Asia for Mongolian students?,Global Korea Scholarship; Chinese Government Scholarship; MEXT Scholarship; Türkiye Scholarships,JICA Scholarships; Japan-IMF Scholarship Program for Asia,Google Generation Scholarship; ADB Internship Program; Chevening Scholarship; Japan-IMF Scholarship Program for Asia; JICA Scholarships,0.0,0.0,0.0,0,0,0,0.0
bm25,Which scholarships are fully funded and require work experience for Mongolian students?,Chevening Scholarship; Fulbright U.S. Student Program; Australia Awards,Joint Japan/World Bank Graduate Scholarship Program; Rotary Peace Fellowship,ADB Internship Program; Chevening Scholarship; Rotary Peace Fellowship; Australia Awards; Joint Japan/World Bank Graduate Scholarship Program,0.0,0.0,0.0,0,1,1,0.6666666666666666
bm25,Which scholarships are for development-related master's programs for Mongolian students?,Joint Japan/World Bank Graduate Scholarship Program; Australia Awards; Asian Development Bank–Japan Scholarship Program,Joint Japan/World Bank Graduate Scholarship Program,Erasmus Mundus Joint Master Degrees; Joint Japan/World Bank Graduate Scholarship Program; DAAD Scholarships; Swedish Institute Scholarships; Swiss Government Excellence Scholarships,1.0,0.3333333333333333,0.5,0,1,1,0.3333333333333333
bm25,Which scholarships are leadership-focused and fully funded for Mongolian students?,Chevening Scholarship; Schwarzman Scholars; Knight-Hennessy Scholars,Chevening Scholarship,Chevening Scholarship; ADB Internship Program; Google Generation Scholarship; United Nations Fellowships; Boren Awards,1.0,0.3333333333333333,0.5,1,1,1,0.3333333333333333
bm25,Which scholarships are fully funded PhD opportunities for Mongolian students?,DAAD Scholarships; Vanier Canada Graduate Scholarships; Gates Cambridge Scholarship,NONE,Chevening Scholarship; Türkiye Scholarships; JICA Scholarships; Swiss Government Excellence Scholarships; ADB Internship Program,0.0,0.0,0.0,0,0,0,0.0
bm25,Which scholarships involve multiple universities or countries and are open to Mongolian students?,Erasmus Mundus Joint Master Degrees,Asian Development Bank–Japan Scholarship Program; Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships,Erasmus Mundus Joint Master Degrees; United Nations Fellowships; Swedish Institute Scholarships; Asian Development Bank–Japan Scholarship Program; ADB Internship Program,0.3333333333333333,1.0,0.5,1,1,1,1.0
bm25,Which scholarships require both English and work experience for Mongolian students?,Chevening Scholarship; Fulbright U.S. Student Program; Australia Awards,NONE,Rotary Peace Fellowship; Australia Awards; Joint Japan/World Bank Graduate Scholarship Program; Swedish Institute Scholarships; ADB Internship Program,0.0,0.0,0.0,0,1,1,0.3333333333333333
bm25,Which scholarships are fully funded but may have strict eligibility requirements for Mongolian students?,Rhodes Scholarship; Gates Cambridge Scholarship; Schwarzman Scholars,Chevening Scholarship; Chinese Government Scholarship,Chevening Scholarship; ADB Internship Program; Google Generation Scholarship; Government of Ireland International Education Scholarship; Chinese Government Scholarship,0.0,0.0,0.0,0,0,0,0.0
bm25,Which scholarships combine funding and leadership development for Mongolian students?,Chevening Scholarship; Schwarzman Scholars; Knight-Hennessy Scholars,Chevening Scholarship; Knight-Hennessy Scholars,Knight-Hennessy Scholars; United Nations Fellowships; DAAD Scholarships; Boren Awards; Chevening Scholarship,1.0,0.6666666666666666,0.8,1,1,1,0.6666666666666666
bm25,Which scholarships are fully funded and competitive for top students from Mongolia?,Rhodes Scholarship; Gates Cambridge Scholarship; Schwarzman Scholars,Chevening Scholarship,Chevening Scholarship; ADB Internship Program; Google Generation Scholarship; Government of Ireland International Education Scholarship; Eiffel Excellence Scholarship Program,0.0,0.0,0.0,0,0,0,0.0
bm25,Which scholarships are NOT available to Mongolian students?,Boren Awards; George J. Mitchell Scholarship; Churchill Scholarship; Marshall Scholarship; Benjamin A. Gilman International Scholarship,Benjamin A. Gilman International Scholarship; Boren Awards; Churchill Scholarship; Commonwealth Scholarship and Fellowship Plan; Fulbright U.S. Student Program; George J. Mitchell Scholarship; Marshall Scholarship,Vanier Canada Graduate Scholarships; Erasmus Mundus Joint Master Degrees; Boren Awards; United Nations Fellowships; Swedish Institute Scholarships; Benjamin A. Gilman International Scholarship; Fulbright U.S. Student Program; Commonwealth Scholarship and Fellowship Plan; Marshall Scholarship; George J. Mitchell Scholarship; AAUW International Fellowships; Eiffel Excellence Scholarship Program; Swiss Government Excellence Scholarships; Churchill Scholarship; ADB Internship Program,0.7142857142857143,1.0,0.8333333333333333,0,1,1,0.2
bm25,Which scholarships have conditional eligibility for Mongolian students?,Rhodes Scholarship; The Gates Scholarship; Mastercard Foundation Scholars Program; NSF Graduate Research Fellowship Program,New Zealand Scholarships; Swedish Institute Scholarships; Türkiye Scholarships; United Nations Fellowships,Swiss Government Excellence Scholarships; New Zealand Scholarships; Türkiye Scholarships; United Nations Fellowships; Swedish Institute Scholarships,0.0,0.0,0.0,0,0,0,0.0
bm25,Which scholarships require checking eligibility for Mongolian applicants?,Rhodes Scholarship; New Zealand Scholarships; Mastercard Foundation Scholars Program; JICA Scholarships,AAUW International Fellowships; ADB Internship Program; Asian Development Bank–Japan Scholarship Program; Australia Awards; Benjamin A. Gilman International Scholarship; Boren Awards; Chevening Scholarship; Chinese Government Scholarship; Churchill Scholarship; Commonwealth Scholarship and Fellowship Plan; DAAD Scholarships; Eiffel Excellence Scholarship Program; Erasmus Mundus Joint Master Degrees; Fulbright U.S. Student Program; Gates Cambridge Scholarship; George J. Mitchell Scholarship; Global Korea Scholarship; Google Generation Scholarship; Government of Ireland International Education Scholarship; JICA Scholarships; Japan-IMF Scholarship Program for Asia; Joint Japan/World Bank Graduate Scholarship Program; Knight-Hennessy Scholars; MEXT Scholarship; Marshall Scholarship; Mastercard Foundation Scholars Program; NSF Graduate Research Fellowship Program; New Zealand Scholarships; Orange Knowledge Programme; Rhodes Scholarship; Rotary Peace Fellowship; Schwarzman Scholars; Stipendium Hungaricum; Swedish Institute Scholarships; Swiss Government Excellence Scholarships; The Gates Scholarship; Türkiye Scholarships; United Nations Fellowships; Vanier Canada Graduate Scholarships,United Nations Fellowships; Swedish Institute Scholarships; Government of Ireland International Education Scholarship; Erasmus Mundus Joint Master Degrees; Türkiye Scholarships,0.10256410256410256,1.0,0.18604651162790695,0,0,0,0.0
bm25,Which scholarships are likely but not guaranteed for Mongolian students?,DAAD Scholarships; Orange Knowledge Programme; Erasmus Mundus Joint Master Degrees,Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships; United Nations Fellowships,United Nations Fellowships; Swedish Institute Scholarships; Benjamin A. Gilman International Scholarship; Erasmus Mundus Joint Master Degrees; George J. Mitchell Scholarship,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,0.3333333333333333
bm25,Which scholarships are restricted by citizenship and exclude Mongolian applicants?,Churchill Scholarship; Marshall Scholarship; George J. Mitchell Scholarship,Benjamin A. Gilman International Scholarship; Marshall Scholarship; NSF Graduate Research Fellowship Program; The Gates Scholarship,United Nations Fellowships; Marshall Scholarship; Benjamin A. Gilman International Scholarship; NSF Graduate Research Fellowship Program; The Gates Scholarship,0.25,0.3333333333333333,0.28571428571428575,0,1,1,0.3333333333333333
bm25,Which scholarships depend on partner universities for Mongolian students?,Mastercard Foundation Scholars Program; Erasmus Mundus Joint Master Degrees,Erasmus Mundus Joint Master Degrees; Stipendium Hungaricum,Commonwealth Scholarship and Fellowship Plan; Erasmus Mundus Joint Master Degrees; Swiss Government Excellence Scholarships; Stipendium Hungaricum; Government of Ireland International Education Scholarship,0.5,0.5,0.5,0,1,1,0.5
bm25,Which scholarships are not fully funded for Mongolian students?,AAUW International Fellowships; Eiffel Excellence Scholarship Program; Google Generation Scholarship,ADB Internship Program; Boren Awards; Google Generation Scholarship; The Gates Scholarship,Chevening Scholarship; ADB Internship Program; Google Generation Scholarship; Boren Awards; The Gates Scholarship,0.25,0.3333333333333333,0.28571428571428575,0,1,1,0.3333333333333333
bm25,Which scholarships provide only partial funding for Mongolian students?,AAUW International Fellowships; Google Generation Scholarship,AAUW International Fellowships; Eiffel Excellence Scholarship Program; Government of Ireland International Education Scholarship,Boren Awards; AAUW International Fellowships; Government of Ireland International Education Scholarship; Stipendium Hungaricum; Eiffel Excellence Scholarship Program,0.3333333333333333,0.5,0.4,0,1,1,0.5
bm25,Which scholarships require nomination or government selection for Mongolian students?,JICA Scholarships; Joint Japan/World Bank Graduate Scholarship Program,NONE,United Nations Fellowships; Government of Ireland International Education Scholarship; Swiss Government Excellence Scholarships; Fulbright U.S. Student Program; Chinese Government Scholarship,0.0,0.0,0.0,0,0,0,0.0
bm25,Which scholarships should Mongolian students verify before applying?,Rhodes Scholarship; Mastercard Foundation Scholars Program; New Zealand Scholarships; JICA Scholarships,Erasmus Mundus Joint Master Degrees; Government of Ireland International Education Scholarship; Swedish Institute Scholarships; Vanier Canada Graduate Scholarships,Commonwealth Scholarship and Fellowship Plan; Swedish Institute Scholarships; Government of Ireland International Education Scholarship; Vanier Canada Graduate Scholarships; Erasmus Mundus Joint Master Degrees,0.0,0.0,0.0,0,0,0,0.0
bm25,Which scholarships are for Mongolian high school students only?,,NONE,The Gates Scholarship; Chinese Government Scholarship; Benjamin A. Gilman International Scholarship; Swedish Institute Scholarships; Erasmus Mundus Joint Master Degrees,1.0,1.0,1.0,0,0,0,1.0
bm25,Which scholarships require no degree at all?,,NONE,Fulbright U.S. Student Program; Swiss Government Excellence Scholarships; Vanier Canada Graduate Scholarships; Erasmus Mundus Joint Master Degrees; Australia Awards,1.0,1.0,1.0,0,0,0,1.0
bm25,Which scholarships are fully funded in Antarctica?,,NONE,Chevening Scholarship; Google Generation Scholarship; ADB Internship Program; United Nations Fellowships; JICA Scholarships,1.0,1.0,1.0,0,0,0,1.0
bm25,Which scholarships are only for Mongolian domestic study?,,NONE,United Nations Fellowships; The Gates Scholarship; Swedish Institute Scholarships; NSF Graduate Research Fellowship Program; Erasmus Mundus Joint Master Degrees,1.0,1.0,1.0,0,0,0,1.0
bm25,Which scholarships are only for athletes from Mongolia?,,NONE,United Nations Fellowships; The Gates Scholarship; Swedish Institute Scholarships; Swiss Government Excellence Scholarships; NSF Graduate Research Fellowship Program,1.0,1.0,1.0,0,0,0,1.0
embedding,Which scholarships are available to Mongolian students?,Australia Awards; Chinese Government Scholarship; Swiss Government Excellence Scholarships; Türkiye Scholarships; Stipendium Hungaricum; Global Korea Scholarship; Fulbright U.S. Student Program; Erasmus Mundus Joint Master Degrees; Chevening Scholarship; MEXT Scholarship,AAUW International Fellowships; Australia Awards; DAAD Scholarships; Eiffel Excellence Scholarship Program; Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships; Swiss Government Excellence Scholarships; United Nations Fellowships; Vanier Canada Graduate Scholarships,Erasmus Mundus Joint Master Degrees; Swiss Government Excellence Scholarships; Boren Awards; Swedish Institute Scholarships; United Nations Fellowships; Vanier Canada Graduate Scholarships; Benjamin A. Gilman International Scholarship; Commonwealth Scholarship and Fellowship Plan; Marshall Scholarship; Churchill Scholarship; AAUW International Fellowships; Australia Awards; Fulbright U.S. Student Program; Eiffel Excellence Scholarship Program; DAAD Scholarships,0.3333333333333333,0.3,0.3157894736842105,1,1,1,0.2
embedding,Which scholarships can Mongolian students apply to in Japan?,JICA Scholarships; MEXT Scholarship; Asian Development Bank–Japan Scholarship Program,JICA Scholarships; Japan-IMF Scholarship Program for Asia; MEXT Scholarship,MEXT Scholarship; Japan-IMF Scholarship Program for Asia; Asian Development Bank–Japan Scholarship Program; Joint Japan/World Bank Graduate Scholarship Program; JICA Scholarships,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,1.0
embedding,Which scholarships can Mongolian students apply to in the UK?,Rhodes Scholarship; Chevening Scholarship; Gates Cambridge Scholarship,Chevening Scholarship; Rhodes Scholarship,Commonwealth Scholarship and Fellowship Plan; Chevening Scholarship; Churchill Scholarship; Marshall Scholarship; Rhodes Scholarship,1.0,0.6666666666666666,0.8,0,1,1,0.6666666666666666
embedding,Which scholarships can Mongolian students apply to in Australia?,Australia Awards,Australia Awards,Australia Awards; MEXT Scholarship; Erasmus Mundus Joint Master Degrees; Global Korea Scholarship; Government of Ireland International Education Scholarship,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships can Mongolian students apply to in South Korea?,Global Korea Scholarship,Global Korea Scholarship,Global Korea Scholarship; MEXT Scholarship; Chinese Government Scholarship; Schwarzman Scholars; Asian Development Bank–Japan Scholarship Program,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships are available in Germany for Mongolian students?,DAAD Scholarships,DAAD Scholarships,DAAD Scholarships; Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Eiffel Excellence Scholarship Program; Stipendium Hungaricum; Swedish Institute Scholarships; United Nations Fellowships; Churchill Scholarship; The Gates Scholarship; Marshall Scholarship; Government of Ireland International Education Scholarship; Australia Awards; George J. Mitchell Scholarship; Boren Awards; Joint Japan/World Bank Graduate Scholarship Program,1.0,1.0,1.0,1,1,1,1.0
